bbcid,system,summary,is_factual,worker_id
37405757,TranS2S,la la la land has won the top prize at this year's venice film festival.,no,wid_2
37467287,TranS2S,former cuban president cristina fernandez de kiliman has died at the age of 72.,no,wid_0
37467287,TranS2S,former cuban president cristina fernandez de kiliman has died at the age of 72.,no,wid_1
37467287,TranS2S,former cuban president cristina fernandez de kiliman has died at the age of 72.,no,wid_2
38329319,TranS2S,"a cat has been found dead after a "" massive "" chemical spill in a street in leicestershire.",no,wid_0
38329319,TranS2S,"a cat has been found dead after a "" massive "" chemical spill in a street in leicestershire.",no,wid_1
38329319,TranS2S,"a cat has been found dead after a "" massive "" chemical spill in a street in leicestershire.",no,wid_2
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she's going to go head-to-head.,no,wid_0
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she's going to go head-to-head.,no,wid_1
37761972,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she's going to go head-to-head.,no,wid_2
26503920,TranS2S,meet ricky's first professional team in the united states.,no,wid_0
26503920,TranS2S,meet ricky's first professional team in the united states.,no,wid_1
26503920,TranS2S,meet ricky's first professional team in the united states.,yes,wid_2
38620027,TranS2S,egypt beat uganda 1-0 in their opening group d game at the africa cup of nations in gabon.,no,wid_0
38620027,TranS2S,egypt beat uganda 1-0 in their opening group d game at the africa cup of nations in gabon.,no,wid_1
38620027,TranS2S,egypt beat uganda 1-0 in their opening group d game at the africa cup of nations in gabon.,no,wid_2
40965536,TranS2S,the british national team will play greece in the eurobasket 2017 next month.,yes,wid_0
40965536,TranS2S,the british national team will play greece in the eurobasket 2017 next month.,yes,wid_1
40965536,TranS2S,the british national team will play greece in the eurobasket 2017 next month.,yes,wid_2
39263182,TranS2S,guiseley continued their 100% start to the national league season with a victory at guiseley.,no,wid_0
39263182,TranS2S,guiseley continued their 100% start to the national league season with a victory at guiseley.,no,wid_1
39263182,TranS2S,guiseley continued their 100% start to the national league season with a victory at guiseley.,no,wid_2
30481848,TranS2S,plans to demolish a five-storey hotel in bournemouth have been approved.,no,wid_0
30481848,TranS2S,plans to demolish a five-storey hotel in bournemouth have been approved.,no,wid_1
30481848,TranS2S,plans to demolish a five-storey hotel in bournemouth have been approved.,no,wid_2
32584708,TranS2S,italian prime minister matteo renzi has won the latest stage in a vote in italy's parliament.,yes,wid_0
32584708,TranS2S,italian prime minister matteo renzi has won the latest stage in a vote in italy's parliament.,yes,wid_1
32584708,TranS2S,italian prime minister matteo renzi has won the latest stage in a vote in italy's parliament.,no,wid_2
34475490,TranS2S,"a former county down man has been charged with stealing £500, 000 from a company owned by a former professional footballer.",no,wid_0
34475490,TranS2S,"a former county down man has been charged with stealing £500, 000 from a company owned by a former professional footballer.",no,wid_1
34475490,TranS2S,"a former county down man has been charged with stealing £500, 000 from a company owned by a former professional footballer.",no,wid_2
37565125,TranS2S,"singer rodton jackson has died at the age of 90, his family has confirmed.",no,wid_0
37565125,TranS2S,"singer rodton jackson has died at the age of 90, his family has confirmed.",no,wid_1
37565125,TranS2S,"singer rodton jackson has died at the age of 90, his family has confirmed.",no,wid_2
34768820,TranS2S,a 16-year-old boy has been arrested on suspicion of murder after a man was stabbed to death at a party in north-west london.,no,wid_0
34768820,TranS2S,a 16-year-old boy has been arrested on suspicion of murder after a man was stabbed to death at a party in north-west london.,no,wid_1
34768820,TranS2S,a 16-year-old boy has been arrested on suspicion of murder after a man was stabbed to death at a party in north-west london.,no,wid_2
21405673,TranS2S,the mother of murdered toddler james bulger has said she hopes the mother of murdered toddler james bulger will be released from prison.,no,wid_0
21405673,TranS2S,the mother of murdered toddler james bulger has said she hopes the mother of murdered toddler james bulger will be released from prison.,no,wid_1
21405673,TranS2S,the mother of murdered toddler james bulger has said she hopes the mother of murdered toddler james bulger will be released from prison.,no,wid_2
36129628,TranS2S,the republic of ireland's two main political parties are due to take part in a general election that will see a fine of up to 50% of,no,wid_0
36129628,TranS2S,the republic of ireland's two main political parties are due to take part in a general election that will see a fine of up to 50% of,no,wid_1
36129628,TranS2S,the republic of ireland's two main political parties are due to take part in a general election that will see a fine of up to 50% of,no,wid_2
35644259,TranS2S,a man has been arrested on suspicion of causing death by dangerous driving after a pick-up fell from a pick-up truck in lincolnshire.,no,wid_0
35644259,TranS2S,a man has been arrested on suspicion of causing death by dangerous driving after a pick-up fell from a pick-up truck in lincolnshire.,no,wid_1
35644259,TranS2S,a man has been arrested on suspicion of causing death by dangerous driving after a pick-up fell from a pick-up truck in lincolnshire.,no,wid_2
31091373,TranS2S,the family of a scottish teenager who has died in hospital in edinburgh have paid tribute to him.,no,wid_0
31091373,TranS2S,the family of a scottish teenager who has died in hospital in edinburgh have paid tribute to him.,no,wid_1
31091373,TranS2S,the family of a scottish teenager who has died in hospital in edinburgh have paid tribute to him.,no,wid_2
38239329,TranS2S,welsh rugby union ( wru ) coaches have appointed martyn mcbryde as their new coaches.,no,wid_0
38239329,TranS2S,welsh rugby union ( wru ) coaches have appointed martyn mcbryde as their new coaches.,no,wid_1
38239329,TranS2S,welsh rugby union ( wru ) coaches have appointed martyn mcbryde as their new coaches.,no,wid_2
38618826,TranS2S,defending champion glen durrant is through to the semi-finals of the bdo world championships after beating defending champion glen glen durrant.,no,wid_0
38618826,TranS2S,defending champion glen durrant is through to the semi-finals of the bdo world championships after beating defending champion glen glen durrant.,no,wid_1
38618826,TranS2S,defending champion glen durrant is through to the semi-finals of the bdo world championships after beating defending champion glen glen durrant.,no,wid_2
38466308,TranS2S,"swansea city interim manager alan curtis believes the club have a "" strong position "" at the top of the premier league.",no,wid_0
38466308,TranS2S,"swansea city interim manager alan curtis believes the club have a "" strong position "" at the top of the premier league.",yes,wid_1
38466308,TranS2S,"swansea city interim manager alan curtis believes the club have a "" strong position "" at the top of the premier league.",no,wid_2
38592703,TranS2S,a major road has reopened in bristol following a crash involving two commuters.,yes,wid_0
38592703,TranS2S,a major road has reopened in bristol following a crash involving two commuters.,no,wid_1
38592703,TranS2S,a major road has reopened in bristol following a crash involving two commuters.,no,wid_2
32201626,TranS2S,the republic of ireland's political parties have been making headlines in the new year.,no,wid_0
32201626,TranS2S,the republic of ireland's political parties have been making headlines in the new year.,no,wid_1
32201626,TranS2S,the republic of ireland's political parties have been making headlines in the new year.,no,wid_2
22021705,TranS2S,four people have been arrested in connection with the attempted murder of a british backpacker in washington dc.,no,wid_0
22021705,TranS2S,four people have been arrested in connection with the attempted murder of a british backpacker in washington dc.,no,wid_1
22021705,TranS2S,four people have been arrested in connection with the attempted murder of a british backpacker in washington dc.,no,wid_2
36880863,TranS2S,a humpback whale has been spotted off the coast of australia's north coast.,yes,wid_0
36880863,TranS2S,a humpback whale has been spotted off the coast of australia's north coast.,yes,wid_1
36880863,TranS2S,a humpback whale has been spotted off the coast of australia's north coast.,yes,wid_2
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",no,wid_0
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",no,wid_1
11154244,TranS2S,"parents who eat lunches at school are more likely to eat a meal than their children, a survey suggests.",no,wid_2
32282102,TranS2S,jk rowling has been named the best actor in a film for the second year in a row.,no,wid_0
32282102,TranS2S,jk rowling has been named the best actor in a film for the second year in a row.,no,wid_1
32282102,TranS2S,jk rowling has been named the best actor in a film for the second year in a row.,no,wid_2
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",no,wid_0
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",no,wid_1
29360284,TranS2S,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",no,wid_2
38450424,TranS2S,"the us has vetoed a un resolution against israel's prime minister benjamin netanyahu, accusing him of violating a un security law.",no,wid_0
38450424,TranS2S,"the us has vetoed a un resolution against israel's prime minister benjamin netanyahu, accusing him of violating a un security law.",no,wid_1
38450424,TranS2S,"the us has vetoed a un resolution against israel's prime minister benjamin netanyahu, accusing him of violating a un security law.",no,wid_2
38534338,TranS2S,police have said they are treating the death of a man whose body was found in a flat in glenrothes at the weekend.,no,wid_0
38534338,TranS2S,police have said they are treating the death of a man whose body was found in a flat in glenrothes at the weekend.,no,wid_1
38534338,TranS2S,police have said they are treating the death of a man whose body was found in a flat in glenrothes at the weekend.,no,wid_2
38921269,TranS2S,torquay united have signed former port vale striker james keatings on a two-and-a-half-year deal.,no,wid_0
38921269,TranS2S,torquay united have signed former port vale striker james keatings on a two-and-a-half-year deal.,no,wid_1
38921269,TranS2S,torquay united have signed former port vale striker james keatings on a two-and-a-half-year deal.,no,wid_2
33261110,TranS2S,american apparel's business has filed a lawsuit against its former chief executive keith charney.,no,wid_0
33261110,TranS2S,american apparel's business has filed a lawsuit against its former chief executive keith charney.,no,wid_1
33261110,TranS2S,american apparel's business has filed a lawsuit against its former chief executive keith charney.,no,wid_2
36515816,TranS2S,the pound fell against the dollar on tuesday as uncertainty over the uk's vote to leave the european union continues.,no,wid_0
36515816,TranS2S,the pound fell against the dollar on tuesday as uncertainty over the uk's vote to leave the european union continues.,no,wid_1
36515816,TranS2S,the pound fell against the dollar on tuesday as uncertainty over the uk's vote to leave the european union continues.,no,wid_2
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,no,wid_0
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,no,wid_1
37543139,TranS2S,the football association will meet uefa to discuss its bid to join the island of kosovo.,no,wid_2
40432797,TranS2S,"the use of up to 1, 000-year-olds in oxford has been criticised by a council.",no,wid_0
40432797,TranS2S,"the use of up to 1, 000-year-olds in oxford has been criticised by a council.",no,wid_1
40432797,TranS2S,"the use of up to 1, 000-year-olds in oxford has been criticised by a council.",no,wid_2
36666227,TranS2S,defender ryan sweeney has signed a new two-year contract with league two side hartlepool united.,no,wid_0
36666227,TranS2S,defender ryan sweeney has signed a new two-year contract with league two side hartlepool united.,no,wid_1
36666227,TranS2S,defender ryan sweeney has signed a new two-year contract with league two side hartlepool united.,no,wid_2
35243864,TranS2S,a portrait of a child in liverpool has gone on display for the first time.,no,wid_0
35243864,TranS2S,a portrait of a child in liverpool has gone on display for the first time.,no,wid_1
35243864,TranS2S,a portrait of a child in liverpool has gone on display for the first time.,no,wid_2
33751212,TranS2S,"chinese police say they have seized more than 1, 000 tonnes of toxic powder seized after at least three people were allegedly smuggled into the city last year",no,wid_0
33751212,TranS2S,"chinese police say they have seized more than 1, 000 tonnes of toxic powder seized after at least three people were allegedly smuggled into the city last year",no,wid_1
33751212,TranS2S,"chinese police say they have seized more than 1, 000 tonnes of toxic powder seized after at least three people were allegedly smuggled into the city last year",no,wid_2
37276607,TranS2S,nick selman's century led glamorgan to a nine-wicket victory over gloucestershire in cardiff.,no,wid_0
37276607,TranS2S,nick selman's century led glamorgan to a nine-wicket victory over gloucestershire in cardiff.,no,wid_1
37276607,TranS2S,nick selman's century led glamorgan to a nine-wicket victory over gloucestershire in cardiff.,no,wid_2
35035707,TranS2S,australian prime minister malcolm turnbull has been named as australia's new prime minister.,no,wid_0
35035707,TranS2S,australian prime minister malcolm turnbull has been named as australia's new prime minister.,no,wid_1
35035707,TranS2S,australian prime minister malcolm turnbull has been named as australia's new prime minister.,no,wid_2
40422011,TranS2S,airbus has launched a plan to build the world's most powerful rocket-powered satellite.,no,wid_0
40422011,TranS2S,airbus has launched a plan to build the world's most powerful rocket-powered satellite.,no,wid_1
40422011,TranS2S,airbus has launched a plan to build the world's most powerful rocket-powered satellite.,no,wid_2
37245935,TranS2S,this year's northern ireland car championships will take place at this year's ballymena festival.,no,wid_0
37245935,TranS2S,this year's northern ireland car championships will take place at this year's ballymena festival.,no,wid_1
37245935,TranS2S,this year's northern ireland car championships will take place at this year's ballymena festival.,no,wid_2
25654437,TranS2S,"the football association says it is "" deeply disappointed "" and "" saddened "" that footballer thomas thomas has quit football.",no,wid_0
25654437,TranS2S,"the football association says it is "" deeply disappointed "" and "" saddened "" that footballer thomas thomas has quit football.",no,wid_1
25654437,TranS2S,"the football association says it is "" deeply disappointed "" and "" saddened "" that footballer thomas thomas has quit football.",no,wid_2
38795565,TranS2S,league two side accrington stanley have signed everton midfielder tom browning on loan until the end of the season.,no,wid_0
38795565,TranS2S,league two side accrington stanley have signed everton midfielder tom browning on loan until the end of the season.,no,wid_1
38795565,TranS2S,league two side accrington stanley have signed everton midfielder tom browning on loan until the end of the season.,no,wid_2
37814323,TranS2S,hull city missed the chance to go top of the premier league as they were held to a goalless draw by southampton.,no,wid_0
37814323,TranS2S,hull city missed the chance to go top of the premier league as they were held to a goalless draw by southampton.,no,wid_1
37814323,TranS2S,hull city missed the chance to go top of the premier league as they were held to a goalless draw by southampton.,no,wid_2
34743526,TranS2S,a scheme that helps homeless people living in the uk has been launched by private landlords.,no,wid_0
34743526,TranS2S,a scheme that helps homeless people living in the uk has been launched by private landlords.,no,wid_1
34743526,TranS2S,a scheme that helps homeless people living in the uk has been launched by private landlords.,no,wid_2
37002777,TranS2S,rochdale have signed tom dale on a one-year deal following his release by rochdale.,no,wid_0
37002777,TranS2S,rochdale have signed tom dale on a one-year deal following his release by rochdale.,no,wid_1
37002777,TranS2S,rochdale have signed tom dale on a one-year deal following his release by rochdale.,no,wid_2
40634994,TranS2S,"an 11-year-old boy has died in a house fire in canada, his mother has said.",no,wid_0
40634994,TranS2S,"an 11-year-old boy has died in a house fire in canada, his mother has said.",no,wid_1
40634994,TranS2S,"an 11-year-old boy has died in a house fire in canada, his mother has said.",no,wid_2
36914884,TranS2S,an elephant has been killed by an elephant at a zoo in paris.,no,wid_0
36914884,TranS2S,an elephant has been killed by an elephant at a zoo in paris.,no,wid_1
36914884,TranS2S,an elephant has been killed by an elephant at a zoo in paris.,no,wid_2
38591554,TranS2S,a row has broken out over pay and conditions for northern isles cargo boats in the north sea.,no,wid_0
38591554,TranS2S,a row has broken out over pay and conditions for northern isles cargo boats in the north sea.,no,wid_1
38591554,TranS2S,a row has broken out over pay and conditions for northern isles cargo boats in the north sea.,no,wid_2
36031417,TranS2S,macedonia's prime minister james hahn has cancelled a vote of no confidence in the eu's anti-government protests.,no,wid_0
36031417,TranS2S,macedonia's prime minister james hahn has cancelled a vote of no confidence in the eu's anti-government protests.,no,wid_1
36031417,TranS2S,macedonia's prime minister james hahn has cancelled a vote of no confidence in the eu's anti-government protests.,no,wid_2
35419902,TranS2S,wales coach warren gatland says warren gatland's hopes of winning the six nations title are over.,no,wid_0
35419902,TranS2S,wales coach warren gatland says warren gatland's hopes of winning the six nations title are over.,no,wid_1
35419902,TranS2S,wales coach warren gatland says warren gatland's hopes of winning the six nations title are over.,no,wid_2
36687249,TranS2S,defending champion andy murray reached the third round of the australian open with a straight-set win over argentina's del potro.,no,wid_0
36687249,TranS2S,defending champion andy murray reached the third round of the australian open with a straight-set win over argentina's del potro.,no,wid_1
36687249,TranS2S,defending champion andy murray reached the third round of the australian open with a straight-set win over argentina's del potro.,no,wid_2
40634994,TConvS2S,"the family of a man who died in a blaze at her home in canadian, canada, have said they are ``devastated''by the blaze.",no,wid_0
40634994,TConvS2S,"the family of a man who died in a blaze at her home in canadian, canada, have said they are ``devastated''by the blaze.",no,wid_1
40634994,TConvS2S,"the family of a man who died in a blaze at her home in canadian, canada, have said they are ``devastated''by the blaze.",no,wid_2
22299596,TConvS2S,the family of a five-year-old boy who died after suffering serious head injuries have said they are ``devastated''by the death of his son.,no,wid_0
22299596,TConvS2S,the family of a five-year-old boy who died after suffering serious head injuries have said they are ``devastated''by the death of his son.,no,wid_1
22299596,TConvS2S,the family of a five-year-old boy who died after suffering serious head injuries have said they are ``devastated''by the death of his son.,no,wid_2
35130953,TConvS2S,"a russian jet has been shot dead by a russian jet jet in the syrian capital, ankara, officials say.",no,wid_0
35130953,TConvS2S,"a russian jet has been shot dead by a russian jet jet in the syrian capital, ankara, officials say.",no,wid_1
35130953,TConvS2S,"a russian jet has been shot dead by a russian jet jet in the syrian capital, ankara, officials say.",no,wid_2
35074007,TConvS2S,it's been a busy year for many of the world's most famous characters.,no,wid_0
35074007,TConvS2S,it's been a busy year for many of the world's most famous characters.,no,wid_1
35074007,TConvS2S,it's been a busy year for many of the world's most famous characters.,no,wid_2
35289959,TConvS2S,mcdonald's has said it is ``deeply concerned''about the future of mcdonald's restaurants in mcdonald's restaurants.,no,wid_0
35289959,TConvS2S,mcdonald's has said it is ``deeply concerned''about the future of mcdonald's restaurants in mcdonald's restaurants.,no,wid_1
35289959,TConvS2S,mcdonald's has said it is ``deeply concerned''about the future of mcdonald's restaurants in mcdonald's restaurants.,no,wid_2
37834404,TConvS2S,josh charnley says he wants to return to rugby league for the first time after signing a new three-year contract with the premiership club.,no,wid_0
37834404,TConvS2S,josh charnley says he wants to return to rugby league for the first time after signing a new three-year contract with the premiership club.,no,wid_1
37834404,TConvS2S,josh charnley says he wants to return to rugby league for the first time after signing a new three-year contract with the premiership club.,no,wid_2
34793274,TConvS2S,the united nations has announced a new flight to flight flight mh370.,no,wid_0
34793274,TConvS2S,the united nations has announced a new flight to flight flight mh370.,no,wid_1
34793274,TConvS2S,the united nations has announced a new flight to flight flight mh370.,no,wid_2
31091373,TConvS2S,a 13-year-old boy who died in a car crash in edinburgh has been named by his mother and friends.,no,wid_0
31091373,TConvS2S,a 13-year-old boy who died in a car crash in edinburgh has been named by his mother and friends.,no,wid_1
31091373,TConvS2S,a 13-year-old boy who died in a car crash in edinburgh has been named by his mother and friends.,no,wid_2
32504766,TConvS2S,"dozens of people have been injured in a fire at a cargo ship in spain's canary islands, officials say.",no,wid_0
32504766,TConvS2S,"dozens of people have been injured in a fire at a cargo ship in spain's canary islands, officials say.",no,wid_1
32504766,TConvS2S,"dozens of people have been injured in a fire at a cargo ship in spain's canary islands, officials say.",no,wid_2
36051192,TConvS2S,liverpool won the premier league for the first time in 17 years with a comfortable victory over liverpool at anfield.,no,wid_0
36051192,TConvS2S,liverpool won the premier league for the first time in 17 years with a comfortable victory over liverpool at anfield.,no,wid_1
36051192,TConvS2S,liverpool won the premier league for the first time in 17 years with a comfortable victory over liverpool at anfield.,no,wid_2
33670226,TConvS2S,"a man has died after being found unconscious on a farm in conwy county, police have said.",no,wid_0
33670226,TConvS2S,"a man has died after being found unconscious on a farm in conwy county, police have said.",no,wid_1
33670226,TConvS2S,"a man has died after being found unconscious on a farm in conwy county, police have said.",no,wid_2
16025568,TConvS2S,"the world's largest satellite satellite, the team, has published a new survey of the world's largest satellite satellite.",no,wid_0
16025568,TConvS2S,"the world's largest satellite satellite, the team, has published a new survey of the world's largest satellite satellite.",no,wid_1
16025568,TConvS2S,"the world's largest satellite satellite, the team, has published a new survey of the world's largest satellite satellite.",no,wid_2
40062271,TConvS2S,a former aide to hull city councillor 55-year-old bayes has been given a suspended prison sentence.,no,wid_0
40062271,TConvS2S,a former aide to hull city councillor 55-year-old bayes has been given a suspended prison sentence.,no,wid_1
40062271,TConvS2S,a former aide to hull city councillor 55-year-old bayes has been given a suspended prison sentence.,no,wid_2
17646549,TConvS2S,the archbishop of canterbury has called for a ban on religious education in england.,no,wid_0
17646549,TConvS2S,the archbishop of canterbury has called for a ban on religious education in england.,no,wid_1
17646549,TConvS2S,the archbishop of canterbury has called for a ban on religious education in england.,no,wid_2
38727050,TConvS2S,tom ince scored his first goal for ipswich as they came from behind to beat ipswich at portman road.,no,wid_0
38727050,TConvS2S,tom ince scored his first goal for ipswich as they came from behind to beat ipswich at portman road.,no,wid_1
38727050,TConvS2S,tom ince scored his first goal for ipswich as they came from behind to beat ipswich at portman road.,no,wid_2
15291712,TConvS2S,it has been a momentous year for conservative mps.,no,wid_0
15291712,TConvS2S,it has been a momentous year for conservative mps.,no,wid_1
15291712,TConvS2S,it has been a momentous year for conservative mps.,no,wid_2
30280942,TConvS2S,"a collection of art worth more than # 100,000 has been donated to a county durham museum.",no,wid_0
30280942,TConvS2S,"a collection of art worth more than # 100,000 has been donated to a county durham museum.",no,wid_1
30280942,TConvS2S,"a collection of art worth more than # 100,000 has been donated to a county durham museum.",no,wid_2
31566848,TConvS2S,police have released cctv images of two men they want to speak to in connection with a serious assault in st george.,no,wid_0
31566848,TConvS2S,police have released cctv images of two men they want to speak to in connection with a serious assault in st george.,no,wid_1
31566848,TConvS2S,police have released cctv images of two men they want to speak to in connection with a serious assault in st george.,no,wid_2
36989435,TConvS2S,former england midfielder adam milner has announced his retirement from international football.,no,wid_0
36989435,TConvS2S,former england midfielder adam milner has announced his retirement from international football.,no,wid_1
36989435,TConvS2S,former england midfielder adam milner has announced his retirement from international football.,no,wid_2
13569129,TConvS2S,the angolan state of angola has passed a controversial law which would allow people to be banned from entering the country.,no,wid_0
13569129,TConvS2S,the angolan state of angola has passed a controversial law which would allow people to be banned from entering the country.,no,wid_1
13569129,TConvS2S,the angolan state of angola has passed a controversial law which would allow people to be banned from entering the country.,no,wid_2
34743526,TConvS2S,"more than # 1m has been spent on private landlords in london for more than a decade, according to a report.",no,wid_0
34743526,TConvS2S,"more than # 1m has been spent on private landlords in london for more than a decade, according to a report.",no,wid_1
34743526,TConvS2S,"more than # 1m has been spent on private landlords in london for more than a decade, according to a report.",no,wid_2
35504758,TConvS2S,people in the us state of california are taking part in a campaign to encourage people to live in the presidential election.,no,wid_0
35504758,TConvS2S,people in the us state of california are taking part in a campaign to encourage people to live in the presidential election.,no,wid_1
35504758,TConvS2S,people in the us state of california are taking part in a campaign to encourage people to live in the presidential election.,no,wid_2
39933716,TConvS2S,a new flight to the highlands and islands airports has been launched by the scottish government.,no,wid_0
39933716,TConvS2S,a new flight to the highlands and islands airports has been launched by the scottish government.,no,wid_1
39933716,TConvS2S,a new flight to the highlands and islands airports has been launched by the scottish government.,no,wid_2
37619047,TConvS2S,australia's nick kyrgios won his first grand slam title by beating australia's nick kyrgios in the shanghai masters final.,no,wid_0
37619047,TConvS2S,australia's nick kyrgios won his first grand slam title by beating australia's nick kyrgios in the shanghai masters final.,no,wid_1
37619047,TConvS2S,australia's nick kyrgios won his first grand slam title by beating australia's nick kyrgios in the shanghai masters final.,no,wid_2
37546354,TConvS2S,the us has accused the us of ``barbarism''over its bombardment of rebel-held areas in the syrian city of aleppo.,no,wid_0
37546354,TConvS2S,the us has accused the us of ``barbarism''over its bombardment of rebel-held areas in the syrian city of aleppo.,no,wid_1
37546354,TConvS2S,the us has accused the us of ``barbarism''over its bombardment of rebel-held areas in the syrian city of aleppo.,no,wid_2
37902151,TConvS2S,"the ministry of defence has announced it will close its barracks in brecon, south wales, as part of a nationwide closure.",yes,wid_0
37902151,TConvS2S,"the ministry of defence has announced it will close its barracks in brecon, south wales, as part of a nationwide closure.",yes,wid_1
37902151,TConvS2S,"the ministry of defence has announced it will close its barracks in brecon, south wales, as part of a nationwide closure.",yes,wid_2
36687249,TConvS2S,juan martin del potro beat spain's juan martin del potro to reach the second round of the australian open.,no,wid_0
36687249,TConvS2S,juan martin del potro beat spain's juan martin del potro to reach the second round of the australian open.,no,wid_1
36687249,TConvS2S,juan martin del potro beat spain's juan martin del potro to reach the second round of the australian open.,no,wid_2
39270960,TConvS2S,former lib dem leader nick clegg has urged the lib dems to ``guarantee''the government's future in the house of lords.,no,wid_0
39270960,TConvS2S,former lib dem leader nick clegg has urged the lib dems to ``guarantee''the government's future in the house of lords.,no,wid_1
39270960,TConvS2S,former lib dem leader nick clegg has urged the lib dems to ``guarantee''the government's future in the house of lords.,no,wid_2
40849656,TConvS2S,league two side colchester united have signed coventry city defender sam reid on loan until the end of the season.,no,wid_0
40849656,TConvS2S,league two side colchester united have signed coventry city defender sam reid on loan until the end of the season.,no,wid_1
40849656,TConvS2S,league two side colchester united have signed coventry city defender sam reid on loan until the end of the season.,no,wid_2
38722314,TConvS2S,liverpool have appointed former liverpool captain steven gerrard as their new manager.,yes,wid_0
38722314,TConvS2S,liverpool have appointed former liverpool captain steven gerrard as their new manager.,yes,wid_1
38722314,TConvS2S,liverpool have appointed former liverpool captain steven gerrard as their new manager.,yes,wid_2
37680168,TConvS2S,"more than half of nhs trusts in england are struggling to cope with the amount of money they receive, the regulator has said.",no,wid_0
37680168,TConvS2S,"more than half of nhs trusts in england are struggling to cope with the amount of money they receive, the regulator has said.",no,wid_1
37680168,TConvS2S,"more than half of nhs trusts in england are struggling to cope with the amount of money they receive, the regulator has said.",no,wid_2
38168461,TConvS2S,a soldier has been found guilty of the manslaughter of a soldier who was attacked during a night out in powys.,no,wid_0
38168461,TConvS2S,a soldier has been found guilty of the manslaughter of a soldier who was attacked during a night out in powys.,no,wid_1
38168461,TConvS2S,a soldier has been found guilty of the manslaughter of a soldier who was attacked during a night out in powys.,no,wid_2
33717488,TConvS2S,"as the bank of england prepares for the first round of this year's bank election, the bbc's third elena looks at the way.",no,wid_0
33717488,TConvS2S,"as the bank of england prepares for the first round of this year's bank election, the bbc's third elena looks at the way.",no,wid_1
33717488,TConvS2S,"as the bank of england prepares for the first round of this year's bank election, the bbc's third elena looks at the way.",no,wid_2
35105472,TConvS2S,the welsh government has called for the uk government to take action to protect the uk's steel industry.,no,wid_0
35105472,TConvS2S,the welsh government has called for the uk government to take action to protect the uk's steel industry.,no,wid_1
35105472,TConvS2S,the welsh government has called for the uk government to take action to protect the uk's steel industry.,no,wid_2
38213922,TConvS2S,manchester city have been charged by the football association for failing to control their players at the etihad stadium.,yes,wid_0
38213922,TConvS2S,manchester city have been charged by the football association for failing to control their players at the etihad stadium.,yes,wid_1
38213922,TConvS2S,manchester city have been charged by the football association for failing to control their players at the etihad stadium.,yes,wid_2
38157000,TConvS2S,worcestershire have signed new zealand all-rounder colin munro for the 2016 t20 blast campaign.,no,wid_0
38157000,TConvS2S,worcestershire have signed new zealand all-rounder colin munro for the 2016 t20 blast campaign.,no,wid_1
38157000,TConvS2S,worcestershire have signed new zealand all-rounder colin munro for the 2016 t20 blast campaign.,no,wid_2
34658160,TConvS2S,work has begun on a new nuclear power station in north yorkshire.,no,wid_0
34658160,TConvS2S,work has begun on a new nuclear power station in north yorkshire.,no,wid_1
34658160,TConvS2S,work has begun on a new nuclear power station in north yorkshire.,no,wid_2
34759626,TConvS2S,labour leader jeremy corbyn has called for an end to the defence of trident nuclear weapons.,no,wid_0
34759626,TConvS2S,labour leader jeremy corbyn has called for an end to the defence of trident nuclear weapons.,no,wid_1
34759626,TConvS2S,labour leader jeremy corbyn has called for an end to the defence of trident nuclear weapons.,yes,wid_2
38345826,TConvS2S,the house of lords has called for the uk to stay in the eu for the first time since brexit.,no,wid_0
38345826,TConvS2S,the house of lords has called for the uk to stay in the eu for the first time since brexit.,no,wid_1
38345826,TConvS2S,the house of lords has called for the uk to stay in the eu for the first time since brexit.,no,wid_2
31111562,TConvS2S,hundreds of people have taken part in a social media campaign to support a 15-year-old boy who has been diagnosed with cancer.,no,wid_0
31111562,TConvS2S,hundreds of people have taken part in a social media campaign to support a 15-year-old boy who has been diagnosed with cancer.,no,wid_1
31111562,TConvS2S,hundreds of people have taken part in a social media campaign to support a 15-year-old boy who has been diagnosed with cancer.,no,wid_2
34593064,TConvS2S,a man has been charged with the attempted murder of a 14-year-old boy in cumbria.,no,wid_0
34593064,TConvS2S,a man has been charged with the attempted murder of a 14-year-old boy in cumbria.,no,wid_1
34593064,TConvS2S,a man has been charged with the attempted murder of a 14-year-old boy in cumbria.,no,wid_2
35494015,TConvS2S,a man has appeared in court charged with the murder of a woman who was found dead in a nightclub.,no,wid_0
35494015,TConvS2S,a man has appeared in court charged with the murder of a woman who was found dead in a nightclub.,no,wid_1
35494015,TConvS2S,a man has appeared in court charged with the murder of a woman who was found dead in a nightclub.,no,wid_2
33335482,TConvS2S,"one of the uk's most popular pop, pop, has been named as the new director of the music industry.",no,wid_0
